Time_days,PBAT_pct,PLA_pct,Recyclable Materials,Additive Type,Color,Thickness_um,Roughness,Area_mm2,UV,Precipitation_mm,Temperature_C,Air_Humidity_pct,Soil_TN_mgkg,Soil_OC_gkg,Soil_pH,Fertilizer,Target_TS_MPa
60.0,30.0,70.0,20.0,0.012841364368796349,1.6989129781723022,53.2114372253418,2.932919502258301,13513.4453125,269113.90625,98.25490345,27.15692283,66.61434087,130.06546020507812,0.86,7.2,0.999636173248291,25.13
15.0,70.0,24.29253387451172,30.0,3.2092957496643066,1.4330334663391113,2129.5791015625,2.395681619644165,12859.7119140625,59790.2578125,43.35036688,24.52533112,75.82799855,184.0666046142578,1.2,6.5,0.9991694688796997,13.965021133422852
30.0,60.0,36.34716796875,40.0,6.62812614440918,1.7016525268554688,5940.3115234375,2.2648019790649414,5622.87451171875,122096.375,48.18528332,23.45617252,73.05643347,206.169677734375,1.2,6.5,0.9997594356536865,16.220531463623047
45.0,50.0,45.49866485595703,30.0,6.6838788986206055,1.317734718322754,1361.1964111328125,2.618170738220215,4211.724609375,180718.53125,107.1946672,21.67775257,73.20004704,240.1378631591797,1.2,6.5,0.9985923767089844,14.837512016296387
60.0,-0.014145724475383759,99.49493408203125,0.5749732255935669,5.9383625984191895,1.1234967708587646,598.562744140625,2.1851274967193604,746.1265869140625,224502.890625,117.0997166,20.31767578,72.39465156,298.05328369140625,1.2,6.5,0.9991593360900879,75.94120788574219
15.0,80.0,20.0,1.7899301052093506,0.0,2.465712308883667,1273.953125,2.5580289363861084,1048.3585205078125,80128.375,6.515178131,18.98901427,66.33541167,218.42453002929688,0.51,7.7,0.9956107139587402,71.2
30.0,79.8,20.0,2.8373889923095703,0.0,2.540936231613159,1651.6732177734375,2.6175668239593506,905.6683349609375,150025.5,27.50598616,18.04189695,62.73650885,231.9182586669922,0.51,7.7,0.9970371127128601,87.7
45.0,76.6,19.9,3.719146728515625,0.0,2.492164373397827,2430.28564453125,2.6025402545928955,806.132080078125,212919.1875,83.09043804,15.58537021,63.82088261,220.514892578125,0.51,7.7,0.9954531192779541,89.3
60.0,79.2,19.8,3.1877634525299072,0.0,2.5545167922973633,1939.57373046875,2.7039456367492676,673.9067993164062,268212.3125,89.86139949,14.32094142,62.7810778,227.36569213867188,0.51,7.7,0.9949827194213867,93.4
15.0,100.0,-0.7700180411338806,0.5879207849502563,7.0,1.6893117427825928,348.31488037109375,2.4612040519714355,6780.06689453125,61937.6953125,53.08173294,28.9106675,80.13331109,136.09767150878906,0.7,5.4,0.9992430806159973,30.6
30.0,99.0,-0.17370209097862244,0.9094628095626831,7.0,1.7156386375427246,515.076171875,2.4623656272888184,5766.1630859375,137358.578125,95.15111241,29.24673021,77.83872262,138.00454711914062,0.7,5.4,0.9991843104362488,32.5
45.0,97.0,0.1062241718173027,1.6257967948913574,7.0,1.658563256263733,644.3640747070312,2.4673423767089844,4008.23681640625,177751.953125,192.1074272,28.82458584,79.16605971,138.80886840820312,0.7,5.4,0.9986404776573181,34.2
60.0,95.0,1.0136089324951172,2.3594729900360107,7.0,1.651845932006836,667.1451416015625,2.469425678253174,3709.18212890625,197375.59375,240.9041359,28.56876931,78.67070628,138.9642333984375,0.7,5.4,0.9981676936149597,35.9
60.0,93.0,2.0455193519592285,2.8248724937438965,7.0,1.6438119411468506,667.7682495117188,2.4882760047912598,3817.17333984375,196333.15625,240.9041359,28.56876931,78.67070628,139.17950439453125,0.7,5.4,0.998204231262207,37.5
